area (px),semiaxis minor (px),semiaxis major (px),eccentricity (px),blue channel,green channel,red channel,deviation blue channel,deviation green channel,deviation red channel,class
1.494696815697904e-07,4.1356274555106673e-07,1.363865736625567e-06,0.9529179255422877,0.5058824,0.62564105,0.6834862,2.7946377224964243,1.0999999999999999,0.4898979485566356,0
1.1625419677650364e-07,4.611479387449045e-08,8.161514278617947e-08,0.8250721243098327,0.5411765,0.63589746,0.69266057,1.3437096247164249,0.6871842709362769,0.6871842709362768,0
2.640631041066297e-06,3.4621853512492557e-07,4.085239875258034e-07,0.530817062264264,0.5294118,0.62051284,0.69266057,2.3357787526150564,1.7516725500215127,1.0765200545254057,0
1.0878071269801412e-06,1.8674089965804904e-07,2.1424303825682404e-07,0.4901624102786599,0.5235294,0.62051284,0.6788991,2.14372469210847,0.8326663997864531,0.5734883511361752,0
6.726135670640568e-07,1.950826087399248e-07,3.1638619109291183e-07,0.787279361204305,0.5352941,0.63076925,0.6834862,3.3611087685754844,2.8769157079987075,2.362787853343862,0
2.4911613594965065e-08,1.9248825480838396e-08,8.547928714920844e-08,0.9743155589788823,0.49411765,0.6,0.67431194,2.5872528966106905,2.5872528966106905,2.5872528966106905,0
2.3250839355300727e-07,6.628492390877862e-08,1.1104501781066194e-07,0.802301218984725,0.5117647,0.61538464,0.6880734,2.2998382983042758,1.4770978917519928,0.9958591954639384,0
1.9929290875972052e-07,7.178952028945928e-08,8.323973900423887e-07,0.9962740199245171,0.5,0.62051284,0.6880734,1.286204100310025,1.4229164972072998,0.9558139185602919,0
1.3286193917314701e-07,7.671090801916911e-08,2.0148672992536444e-07,0.924688572008462,0.5411765,0.63589746,0.69266057,2.6496855159307744,3.0368111930481,2.857738033247041,0
1.7687245652425195e-06,1.9239141500950558e-07,2.2571635882884597e-07,0.5229567806163222,0.45294118,0.61025643,0.67431194,4.422509892583622,2.105610065990377,2.207940216581962,0
1.9929290875972052e-07,1.3329066821036962e-07,3.399979173797778e-07,0.9199508229063691,0.43529412,0.5794872,0.6513761,4.453617714151233,3.5161962919661303,3.444962785726621,0
2.40812264751329e-07,1.4676298206791893e-07,3.6615366719447436e-07,0.9161553082840419,0.4882353,0.64102566,0.70183486,4.206409104095845,4.40546969860265,4.252850184744056,0
2.3250839355300727e-07,8.837485930130266e-08,1.725054135865808e-07,0.8588053998351793,0.4882353,0.61025643,0.6788991,3.436805835224107,2.3806700795576092,2.402676254844911,0
4.81624529502658e-07,1.08100766405699e-07,1.5043132449062265e-07,0.695418031138104,0.45882353,0.61538464,0.66972476,4.2122506520333705,3.8837267325770144,3.147971127920684,0
3.3215484793286753e-07,1.658538019162455e-07,2.2843903925349098e-07,0.6876620740606763,0.5352941,0.63076925,0.6834862,5.670954260283028,3.2142802028171444,2.715375460021853,0
2.4911613594965065e-08,2.0252814283385682e-08,1.2594090086524864e-07,0.9869850480086305,0.5117647,0.63589746,0.70183486,1.8070158058105026,1.355261854357877,0.832993127835043,0
1.6607742396643377e-07,6.171978088222479e-08,1.9087961021209995e-07,0.9462814821405455,0.48235294,0.6,0.6788991,5.717516943569122,4.5661800227323495,3.2326459750489227,0
9.964645437986026e-08,7.42487926599446e-08,8.508073814007803e-08,0.48828133381258537,0.5588235,0.6512821,0.70183486,5.674864018868916,6.298687910013887,5.421047417431508,0
4.982322718993013e-08,3.3006942858158725e-08,3.969881766358398e-08,0.5556236741743039,0.5058824,0.61025643,0.6834862,0.8975274678557508,0.4714045207910317,0.3726779962499649,0
2.574200071479723e-07,9.898460818521176e-08,1.9591244468422425e-07,0.8629734841543929,0.5117647,0.61025643,0.66972476,2.5382881188695783,2.637236678995282,2.120912514978817,0
9.217297030137074e-07,1.573360492698225e-07,2.5819749725504024e-07,0.7928912339310576,0.4764706,0.61538464,0.6880734,2.5123153454655585,1.9594657876164883,1.227262335243029,0
8.303871198321688e-08,2.3240870680579536e-08,8.266578946868273e-08,0.9596660188445773,0.5058824,0.6564103,0.7155963,3.6811710647786073,2.2587697572631282,1.0301575072754257,0
9.964645437986026e-08,5.8885911088797683e-08,9.974010670529147e-08,0.8071155496049864,0.5235294,0.62051284,0.6788991,1.8328597873268975,1.8328597873268975,1.4947825928876748,0
1.6607742396643377e-08,1.4750638396637485e-23,3.3215484793286753e-08,1.0,0.5529412,0.61538464,0.69266057,0.74535599249993,1.2133516482134197,0.4714045207910317,0
1.6607742396643377e-08,6.773536291303641e-08,1.0713826029329968e-07,0.7747857828435798,0.49411765,0.5794872,0.646789,1.577908716741037,3.6811710647786073,1.7261494247992246,0
2.2420452235468557e-07,6.796558956659095e-08,1.6475116576000167e-07,0.9109418406440993,0.4882353,0.61025643,0.66972476,2.8034576865007255,2.57390753524675,2.358495283014151,0
1.6358626260693725e-06,1.8922339108976928e-07,2.9167987454550965e-07,0.761013080300224,0.5058824,0.6051282,0.6880734,2.596384204523668,1.9990231989649345,1.165922381636102,0
4.151935599160844e-08,3.55797942126129e-08,6.059286053386742e-08,0.809445874453027,0.43529412,0.5641026,0.63761467,2.1852940772540506,2.1852940772540506,2.718042512920064,0
4.982322718993013e-08,1.2361236479698544e-06,1.9542826358719886e-05,0.9979975848412663,0.44705883,0.5948718,0.6834862,6.673126122358093,2.657296462534039,1.5907898179514348,0
1.3286193917314701e-07,4.5065185397624266e-07,8.998652665190908e-07,0.8655634623829426,0.32941177,0.50769234,0.5642202,10.724632929815824,10.75218431090266,11.164186188631838,0
9.05121960617064e-07,1.434386175250926e-07,1.9204922686627182e-07,0.6649536342192988,0.5235294,0.61538464,0.6880734,1.9876159799998132,1.918879559907838,1.8223577185396365,0
1.303707778136505e-06,1.6783587981473405e-07,2.6402948873448436e-07,0.7719601185485497,0.5117647,0.61538464,0.6880734,1.98528537613396,1.9720265943665387,0.7617394000445604,0
3.3215484793286753e-08,0.0,1.6607742396643377e-08,1.0,0.5411765,0.62051284,0.69266057,1.5723301886761005,2.29128784747792,0.3726779962499649,0
4.982322718993013e-08,2.197017746158091e-08,1.1577922759652838e-07,0.9818306541225844,0.5470588,0.61025643,0.6880734,1.1547005383792515,1.1547005383792515,1.1547005383792517,0
3.3132446081303536e-06,3.2130356379395655e-07,3.661525268313032e-07,0.47955304116199865,0.46470588,0.63589746,0.6788991,3.306225865935965,3.4332143123075265,3.5461019869868418,0
1.1625419677650363e-06,1.4715263782815205e-07,2.09211977682966e-07,0.7108276592755791,0.44705883,0.62564105,0.67431194,3.0265491900843116,1.9000000000000001,1.32664991614216,0
8.303871198321688e-08,1.5550685922815577e-07,3.8061847713198664e-07,0.9127298484221673,0.5,0.62564105,0.67431194,1.7539637649874324,2.0052015692526606,1.6051133570215186,0
9.05121960617064e-07,9.782896097988655e-08,2.4350623019778915e-07,0.9157487858039831,0.49411765,0.61538464,0.6834862,5.476868973236442,2.9154759474226504,1.8016919131749467,0
6.3939808227077e-07,1.235948728930101e-07,2.2121982765309004e-07,0.8293717905833178,0.5058824,0.5897436,0.6651376,3.195181320906434,3.1493439550069438,3.2166657854850573,0
9.134258318153857e-08,6.530582709607672e-08,8.392688859058513e-08,0.6281062507204752,0.5352941,0.6,0.6788991,0.9574271077563381,1.3844373104863459,0.9574271077563381,0
1.2704922933432182e-06,1.9420364214900136e-07,4.574026138889591e-07,0.9053907947921948,0.4882353,0.64102566,0.70183486,3.437642353782616,2.939367810664329,2.4390300913899408,0
2.7402774954461573e-07,1.688012764310047e-07,2.1815109452113123e-07,0.6334526215118629,0.43529412,0.6051282,0.6880734,8.615588993355134,7.907335300661876,8.237394690087202,0
